name,type,detailed_type,categ_id
CAJA TAPA REJILLA TUNDRA,Servicio,Servicio,Servicios
CAJA TAPA REJILLA TUNDRA,Servicio,Servicio,Servicios
CAJA TRASERO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA TRASERO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA TRASERO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA TRASERO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA TRASERO 2,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA TRASERO MED,Producto almacenable,Producto almacenable,Todos
CAJA TRIANGULAR CK32 ECT,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"CAJA TRIANGULAR DE 15""",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"CAJA TRIANGULAR DE 24""",Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CAJA U725,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA VARROC 700,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA VARROC 700,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA VL3092,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAJA28X35X34,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CAJAS NISSAN CARTON,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
"CAMBIO DE TAPAS ACTUALES, SE COLOCAN TAPAS DE TRANSFLEX",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
"CAMBIO DE TAPAS ACTUALES, SE COLOCAN TAPAS DE TRANSFLEX",Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
CANALETA 460mm - A24,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CANALETA 56mm - A24,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CANDADO DEXTER,Consumible,Consumible,Cartón / Consumibles (Cartón)
CAPACITACIÓN Y ADIESTRAMIENTO,Servicio,Servicio,Todos
CAPLE 180100660,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
CAPLE 180204690 - CELDA A,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAPLE 180204690 - CELDA B,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CAPLE 180300810-44,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
CAPLE PARA MUESTRAS,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
"CARDA PARA ESMERIL 3""",Consumible,Consumible,Retornable / Consumibles (Retornable)
CARDBOARD CORNER 102 CM - STAB. 3,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
CARDBOARD CORNER 102 CM - STAB. 3,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
CARETA SANITARIA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CARETA SANITARIA USO MÉDICO,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
CARPA ELEGANTE  BCA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CARPA ELEGANTE  GRIS,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
"CARRETE 3""",Servicio,Servicio,Servicios
CARRUCHA # 8050,Producto almacenable,Producto almacenable,Retornable / Materia Prima (Retornable)
CARTON CAJA BRAZEWAY,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CARTON PLANTA B,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CARTON PLANTA B,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CARTON: BP#=48CP1022: SHT=1: DETAIL=1: D,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP1039: SHT=1: DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP1040: SHT=1: DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP403: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP420: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
CARTON: BP#=48CP456: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Kit (Cartón)
CARTON: BP#=48CP592: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP621: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP695: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP707: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP728: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP738: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP740: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP785: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP789: SHT=1:DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP793: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP795: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP804: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP951: SHT= 1: DETAIL=1: D,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP953: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON: BP#=48CP992: SHT=1: DETAIL=1: DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON:BP#=48CP734:SHT=1:DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON:BP#=48CP736:SHT=1:DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON:BP#=48CP787:SHT=1:DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CARTON:BP#=48CP993:SHT=1:DETAIL=1:DA,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CASE CELDA A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE CELDA ARMADA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE CELDA B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE CELDA C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE CHAROLA SUB,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE CHAROLA SUB ARMADA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE PISO,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE TAPA ARMADA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CASE TAPA PANEL A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CASE TAPA PANEL B,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
"CASQUILLOS PARA CABLE 3/16""",Consumible,Consumible,Retornable / Consumibles (Retornable)
CC-1098 TAQUETE PARA TABLA ROCA,Producto almacenable,Producto almacenable,Todos
CC-1139,Producto almacenable,Producto almacenable,Todos
CC-1168,Producto almacenable,Producto almacenable,Todos
CC-1196 REMACHE RAPIDO NO41,Producto almacenable,Producto almacenable,Todos
CC-1196 REMACHE RAPIDO NO41,Producto almacenable,Producto almacenable,Todos
CC91   ANCHO DE MAQUINA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CC91 ANCHO DE MAQUINA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CC91 ANCHO DE MAQUINA,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CC91 ANCHO DE MAQUINA ALTERNO,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CCB. A. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. B. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. C. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. C. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Celdado.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Cuello Empaque del Empaque.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Cuello Medio de Empaque de Emapque.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Cuello. Pared con Doblez.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. D. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. D. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. E. Inserto. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Pad.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CCB. Tapa Gral.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CD FORD 5 CELL,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CD FORD CELDA A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CELDA B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CELDA C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CELDA D,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CELDA E,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CELDA F,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CUNA CORTA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD CUNA LARGA,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD LONA PERFIL A,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD LONA PERFIL B,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD LONA PERFIL C,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD FORD LONA PERFIL D,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CD211321,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CD539. A.B. Corte.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CD539. P558. A. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CD539. P558. B. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CD539. Piso. Corte.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CD539. Piso. Pieza.,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA  - TESLA NV26 FLR CNSL END PANEL,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA  SUDAFRICA HELLA 1,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
CELDA  SUDAFRICA HELLA 2,Producto almacenable,Producto almacenable,Cartón / Producto Comercialización (Cartón)
"CELDA ""A"" PIVOTE CONTENEDOR RETORNABLE",Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
"CELDA ""B"" PIVOTE CONTENEDOR RETORNABLE",Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA - GLASS FRONT U725,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CELDA - TESLA NV26 KIT PARA DOOR PANEL,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA /INSERTO 955061,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CELDA 309,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 311 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 342 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 391,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA 5 CAVIDADES,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CELDA 5 CAVIDADES - WINDOW PLATE CX430,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CELDA 6X - GLASS FRONT 780B IC,Producto almacenable,Producto almacenable,Retornable / Producto Terminado (Retornable)
CELDA 6X TUNDRA TOYOTA,Producto almacenable,Producto almacenable,Muestras / Producto Terminado (Muestras)
CELDA 732 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 733 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 734 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 745 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 773 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 785 VARROC,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA 824,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA A,Producto almacenable,Producto almacenable,Todos
CELDA A,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A  -  ICP CD539 MICRO,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A & B ICP539,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CELDA A - 2 LADOS- DUNNAGE 40X,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CELDA A - A PILLAR GARNISH,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - A24,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - B PILLAR LOWER GARNISH,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - B PILLAR UPPER,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - DUNNAGE CLUSTER,Producto almacenable,Producto almacenable,Retornable / Producto en proceso (Retornable)
CELDA A - LOWER IMGL,Producto almacenable,Producto almacenable,Cartón / Producto Terminado (Cartón)
CELDA A - MID PANEL,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - SEPARADOR WS,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - TESLA NV26 FRL CONL END ITEM,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A - TR10985 KIT 780 SHIFT LEVER,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 24X,Producto almacenable,Producto almacenable,Cartón / Materia Prima (Cartón)
CELDA A 309,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 30AA BACK UP,Producto almacenable,Producto almacenable,Todos
CELDA A 311,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 342,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 391,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 405,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 411,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
CELDA A 550,Producto almacenable,Producto almacenable,Cartón / Producto en proceso (Cartón)
